State,Labels,Assignees,Comments,Closed_At,Created_At,Locked
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,0,2022-12-30T17:33:42Z,2022-12-29T09:08:48Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,0,2023-01-12T01:10:47Z,2022-12-28T18:16:02Z,False
closed,[],0,0,2022-12-30T20:08:02Z,2022-12-28T14:13:06Z,False
open,[],0,0,,2022-12-28T13:53:42Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,1,,2022-12-27T21:13:10Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,2,,2022-12-27T16:09:16Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2921498202, 'node_id': 'MDU6TGFiZWwyOTIxNDk4MjAy', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/has%20rough%20edges', 'name': 'has rough edges', 'color': '642E34', 'default': False, 'description': ''}]",0,9,,2022-12-27T08:35:56Z,False
open,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,0,,2022-12-27T03:18:27Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 4209696651, 'node_id': 'LA_kwDOAv1ihc766t-L', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.19', 'name': 'version: 1.19', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.19'}]",0,4,2023-03-06T23:15:27Z,2022-12-26T23:15:52Z,False
open,"[{'id': 4832896136, 'node_id': 'LA_kwDOAv1ihc8AAAABIBAkiA', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/build-pr-jar', 'name': 'build-pr-jar', 'color': '8713EA', 'default': False, 'description': 'Enables a workflow to build Paperclip jars on the pull request.'}]",0,5,,2022-12-26T00:29:30Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 4209696651, 'node_id': 'LA_kwDOAv1ihc766t-L', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.19', 'name': 'version: 1.19', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.19'}]",0,0,,2022-12-26T00:03:57Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2133227401, 'node_id': 'MDU6TGFiZWwyMTMzMjI3NDAx', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20works-as-intended', 'name': 'resolution: works-as-intended', 'color': 'b25a52', 'default': False, 'description': 'Working as it should / expected to'}]",0,3,2022-12-29T01:50:25Z,2022-12-25T22:02:39Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,1,2022-12-27T15:13:54Z,2022-12-25T20:18:09Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,6,2023-01-23T03:48:09Z,2022-12-25T18:41:19Z,False
closed,[],0,0,2022-12-26T12:34:24Z,2022-12-25T17:02:49Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,3,2022-12-26T16:47:34Z,2022-12-25T16:18:45Z,False
closed,"[{'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,0,2022-12-26T12:34:25Z,2022-12-25T16:17:55Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,4,2022-12-29T01:12:29Z,2022-12-24T22:26:29Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,0,,2022-12-24T13:31:18Z,False
open,"[{'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,4,,2022-12-24T12:57:35Z,False
closed,"[{'id': 314954737, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3Mzc=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20invalid', 'name': 'resolution: invalid', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request has no basis.'}]",0,1,2022-12-24T14:28:16Z,2022-12-24T12:57:33Z,False
closed,[],0,0,2022-12-26T04:22:08Z,2022-12-23T17:40:39Z,False
closed,[],0,0,2022-12-26T17:53:35Z,2022-12-23T03:10:56Z,False
closed,[],0,0,2023-02-11T17:14:04Z,2022-12-22T13:21:28Z,False
closed,[],0,0,2022-12-22T22:39:08Z,2022-12-22T12:59:18Z,False
open,"[{'id': 322892394, 'node_id': 'MDU6TGFiZWwzMjI4OTIzOTQ=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/for:%20future', 'name': 'for: future', 'color': '006b75', 'default': False, 'description': 'Issue scheduled for resolution at some point in the future.'}]",0,3,,2022-12-22T04:54:25Z,False
closed,"[{'id': 4832896136, 'node_id': 'LA_kwDOAv1ihc8AAAABIBAkiA', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/build-pr-jar', 'name': 'build-pr-jar', 'color': '8713EA', 'default': False, 'description': 'Enables a workflow to build Paperclip jars on the pull request.'}]",0,2,2022-12-22T04:30:22Z,2022-12-22T04:09:28Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 1157383950, 'node_id': 'MDU6TGFiZWwxMTU3MzgzOTUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20waiting%20on%20reporter', 'name': 'status: waiting on reporter', 'color': 'e8e8b5', 'default': False, 'description': 'Additional information is required from the issue reporter'}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,4,,2022-12-22T02:45:33Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 1157383950, 'node_id': 'MDU6TGFiZWwxMTU3MzgzOTUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20waiting%20on%20reporter', 'name': 'status: waiting on reporter', 'color': 'e8e8b5', 'default': False, 'description': 'Additional information is required from the issue reporter'}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,10,2022-12-22T21:14:55Z,2022-12-22T01:53:52Z,False
open,[],0,1,,2022-12-21T18:56:59Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,4,2022-12-21T12:25:15Z,2022-12-21T12:07:58Z,False
open,[],0,0,,2022-12-21T12:04:10Z,False
open,[],0,5,,2022-12-20T14:41:27Z,False
closed,"[{'id': 2133227401, 'node_id': 'MDU6TGFiZWwyMTMzMjI3NDAx', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20works-as-intended', 'name': 'resolution: works-as-intended', 'color': 'b25a52', 'default': False, 'description': 'Working as it should / expected to'}]",0,1,2022-12-20T14:15:20Z,2022-12-20T13:57:58Z,False
closed,"[{'id': 316134956, 'node_id': 'MDU6TGFiZWwzMTYxMzQ5NTY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20cannot%20reproduce', 'name': 'resolution: cannot reproduce', 'color': 'b25a52', 'default': False, 'description': 'Paper team is unable to replicate the issue.'}, {'id': 994031530, 'node_id': 'MDU6TGFiZWw5OTQwMzE1MzA=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20performance', 'name': 'type: performance', 'color': '75c2a2', 'default': False, 'description': ''}]",0,6,2022-12-29T01:15:59Z,2022-12-20T05:57:56Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 314954739, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3Mzk=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20wontfix', 'name': 'resolution: wontfix', 'color': 'b25a52', 'default': False, 'description': 'Issue will not be resolved or feature not added.'}]",0,4,2022-12-23T20:02:07Z,2022-12-20T03:33:58Z,False
closed,"[{'id': 314954737, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3Mzc=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20invalid', 'name': 'resolution: invalid', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request has no basis.'}, {'id': 994031530, 'node_id': 'MDU6TGFiZWw5OTQwMzE1MzA=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20performance', 'name': 'type: performance', 'color': '75c2a2', 'default': False, 'description': ''}]",0,2,2022-12-20T03:07:39Z,2022-12-19T10:35:36Z,False
closed,"[{'id': 314954739, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3Mzk=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20wontfix', 'name': 'resolution: wontfix', 'color': 'b25a52', 'default': False, 'description': 'Issue will not be resolved or feature not added.'}, {'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,14,2022-12-18T16:16:30Z,2022-12-18T11:40:55Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,1,2022-12-17T22:44:04Z,2022-12-17T22:39:58Z,False
closed,[],0,0,2022-12-17T18:20:15Z,2022-12-17T13:52:28Z,False
closed,[],0,4,2023-02-11T15:52:15Z,2022-12-17T13:17:39Z,False
closed,[],0,0,2022-12-23T15:54:05Z,2022-12-17T11:13:58Z,False
closed,[],0,0,2022-12-17T08:53:49Z,2022-12-17T08:38:33Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}]",0,8,2022-12-17T06:32:09Z,2022-12-17T06:29:31Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,0,2022-12-23T15:54:06Z,2022-12-17T05:52:08Z,False
closed,[],0,1,2022-12-17T06:05:48Z,2022-12-17T04:53:49Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 4209696651, 'node_id': 'LA_kwDOAv1ihc766t-L', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.19', 'name': 'version: 1.19', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.19'}]",0,4,2023-02-11T15:51:19Z,2022-12-17T00:17:51Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 314954734, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzQ=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20duplicate', 'name': 'resolution: duplicate', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request is a copy of an existing ticket.'}]",0,1,2022-12-16T21:42:23Z,2022-12-16T21:38:10Z,False
closed,[],0,0,2022-12-16T21:31:51Z,2022-12-16T18:05:50Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,0,2023-01-03T13:42:59Z,2022-12-16T17:47:10Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 4209696651, 'node_id': 'LA_kwDOAv1ihc766t-L', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.19', 'name': 'version: 1.19', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.19'}]",0,0,2022-12-16T21:31:52Z,2022-12-16T17:41:25Z,False
closed,[],0,0,2022-12-16T17:15:21Z,2022-12-16T17:05:54Z,False
closed,[],0,2,2022-12-16T17:37:06Z,2022-12-16T16:51:58Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 1157383950, 'node_id': 'MDU6TGFiZWwxMTU3MzgzOTUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20waiting%20on%20reporter', 'name': 'status: waiting on reporter', 'color': 'e8e8b5', 'default': False, 'description': 'Additional information is required from the issue reporter'}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,2,,2022-12-16T16:51:55Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 4209696651, 'node_id': 'LA_kwDOAv1ihc766t-L', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.19', 'name': 'version: 1.19', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.19'}]",0,0,2022-12-16T17:15:22Z,2022-12-16T12:50:17Z,False
closed,[],0,0,2022-12-16T01:16:35Z,2022-12-16T00:51:22Z,False
closed,[],0,0,2022-12-17T17:36:02Z,2022-12-15T18:36:39Z,False
closed,[],0,0,2022-12-23T05:20:45Z,2022-12-15T17:35:31Z,False
open,[],0,0,,2022-12-15T08:15:14Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 4209696651, 'node_id': 'LA_kwDOAv1ihc766t-L', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.19', 'name': 'version: 1.19', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.19'}]",0,1,,2022-12-15T06:00:02Z,False
closed,[],0,1,2023-03-20T10:20:19Z,2022-12-15T04:03:29Z,False
closed,"[{'id': 4832896136, 'node_id': 'LA_kwDOAv1ihc8AAAABIBAkiA', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/build-pr-jar', 'name': 'build-pr-jar', 'color': '8713EA', 'default': False, 'description': 'Enables a workflow to build Paperclip jars on the pull request.'}]",0,0,2022-12-15T04:01:31Z,2022-12-15T01:47:05Z,False
closed,[],0,0,2022-12-15T03:54:44Z,2022-12-14T23:54:31Z,False
closed,[],0,0,2022-12-14T23:09:12Z,2022-12-14T23:00:21Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,1,2022-12-14T23:09:13Z,2022-12-14T22:23:44Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,0,,2022-12-14T21:58:29Z,False
closed,[],0,1,2022-12-14T20:22:14Z,2022-12-14T19:35:02Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2296133455, 'node_id': 'MDU6TGFiZWwyMjk2MTMzNDU1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20needs%20triage', 'name': 'status: needs triage', 'color': 'ffe0cb', 'default': False, 'description': ''}]",0,4,,2022-12-14T13:54:14Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 316134956, 'node_id': 'MDU6TGFiZWwzMTYxMzQ5NTY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20cannot%20reproduce', 'name': 'resolution: cannot reproduce', 'color': 'b25a52', 'default': False, 'description': 'Paper team is unable to replicate the issue.'}]",0,6,2022-12-14T21:15:10Z,2022-12-14T03:30:31Z,False
closed,"[{'id': 4832896136, 'node_id': 'LA_kwDOAv1ihc8AAAABIBAkiA', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/build-pr-jar', 'name': 'build-pr-jar', 'color': '8713EA', 'default': False, 'description': 'Enables a workflow to build Paperclip jars on the pull request.'}]",0,3,2022-12-16T00:51:46Z,2022-12-13T22:55:49Z,False
open,[],0,1,,2022-12-13T21:03:12Z,False
